"MouseGeneName","HumanGeneName"
"Ccdc88b","CCDC88B"
"C1qtnf3","C1QTNF3-AMACR"
"C1qtnf3","C1QTNF3"
"Rbbp9","RBBP9"
"Prox2","PROX2"
"Mphosph8","MPHOSPH8"
"Nkapl","NKAPL"
"Dchs2","DCHS2"
"Ankrd28","ANKRD28"
"Stk31","STK31"
"Atp6v1g2","ATP6V1G2"
"Adam21","ADAM21"
"Dusp18","DUSP18"
"Psme3","PSME3"
"Rsph3a","RSPH3"
"Ascl2","ASCL2"
"Slc35f2","SLC35F2"
"Olfr724","OR4L1"
"Olfr1466","OR5B3"
"Rab11fip3","RAB11FIP3"
"Ptpn3","PTPN3"
"Slitrk6","SLITRK6"
"Mettl14","METTL14"
"Commd8","COMMD8"
"Reep6","REEP6"
"Plac8","PLAC8"
"Vps35","VPS35"
"Arhgef28","ARHGEF28"
"Ptchd4","PTCHD4"
"Tcp10b","TCP10L"
"Cdc37","CDC37"
"F13a1","F13A1"
"Immp1l","IMMP1L"
"Fbn1","FBN1"
"Ddx39b","DDX39B"
"Podn","PODN"
"Trim62","TRIM62"
"Pabpn1","PABPN1"
"Ctif","CTIF"
"Gm21969","IFFO2"
"Nsfl1c","NSFL1C"
"Cdan1","CDAN1"
"Lefty2","LEFTY1"
"Lefty2","LEFTY2"
"Cyb5d2","CYB5D2"
"Cidec","CIDEC"
"Mtfr2","MTFR2"
"Elf5","ELF5"
"H2-Ab1","HLA-DQB1"
"Peg10","PEG10"
"Irs1","IRS1"
"Sdf2","SDF2"
"Slc25a33","SLC25A33"
"Nxf7","NXF5"
"Nxf7","NXF2"
"Nxf7","NXF2B"
"Lcat","LCAT"
"Kmt2c","KMT2C"
"Gnl2","GNL2"
"Esco1","ESCO1"
"Dlgap2","DLGAP2"
"C9orf72","C9orf72"
"Mrfap1","MRFAP1"
"Mrfap1","AC093323.1"
"Mrfap1","MRFAP1L1"
"Eppin","EPPIN-WFDC6"
"Eppin","EPPIN"
"Fam3c","FAM3C"
"Adgre1","ADGRE1"
"Chchd10","CHCHD10"
"Serpinb3d","SERPINB4"
"Serpinb3d","SERPINB3"
"Igsf6","IGSF6"
"Tmem64","TMEM64"
"Shbg","SHBG"
"Hoga1","HOGA1"
"Osbpl1a","OSBPL1A"
"Gtf3c1","GTF3C1"
"Sybu","SYBU"
"Fgl2","FGL2"
"Clstn3","CLSTN3"
"Adcyap1r1","ADCYAP1R1"
"Emid1","EMID1"
"Cox8b","COX8C"
"Mmel1","MMEL1"
"Srsf10","SRSF10"
"Fem1a","FEM1A"
"Pigyl","PIGY"
"Nabp1","NABP1"
"Plac8l1","PLAC8L1"
"Cyp4f14","CYP4F2"
"Rasal3","RASAL3"
"Slc16a4","SLC16A4"
"Tex13b","TEX13B"
"Tpte","TPTE2"
"Plin4","PLIN4"
"Tmem86a","TMEM86A"
"Rhd","RHCE"
"Kcnj10","KCNJ10"
"Tusc3","TUSC3"
"Slc30a7","SLC30A7"
"Auts2","AUTS2"
"Zglp1","ZGLP1"
"Dlx5","DLX5"
"Mfge8","MFGE8"
"Yipf6","YIPF6"
"Lbr","LBR"
"Btbd2","BTBD2"
"Vps54","VPS54"
"Cpq","CPQ"
"Nrn1l","NRN1L"
"Rreb1","RREB1"
"Tenm4","TENM4"
"Cav3","CAV3"
"Snx24","SNX24"
"Zmynd19","ZMYND19"
"Wfdc5","WFDC5"
"Galnt4","GALNT4"
"Galnt4","POC1B-GALNT4"
"Pxmp2","PXMP2"
"Tcl1b5","TCL1B"
"Chst4","CHST4"
"R3hdm1","R3HDM1"
"Fsd1","FSD1"
"Paqr5","PAQR5"
"AL731706.2","AL034430.2"
"Vrtn","VRTN"
"Tatdn2","TATDN2"
"Tatdn2","AC022384.1"
"Ear10","RNASE3"
"Ear10","RNASE2"
"Rbm24","RBM24"
"Adtrp","ADTRP"
"Iqub","IQUB"
"Cnot3","CNOT3"
"Gm45785","BET1L"
"Zswim4","ZSWIM4"
"Cpeb1","CPEB1"
"Cpeb1","AC245033.1"
"Pon2","PON2"
"Poli","POLI"
"Nxpe4","NXPE4"
"Comtd1","COMTD1"
"Phf20","PHF20"
"Gm5771","PRSS3"
"Gm5771","PRSS1"
"Gm5771","PRSS2"
"Zfp607a","ZNF780A"
"Aif1","AIF1"
"Itsn2","ITSN2"
"Atcay","ATCAY"
"Olfr1079","OR8K3"
"Ano1","ANO1"
"Zbtb16","ZBTB16"
"Nme1","NME1"
"Hfe","HFE"
"Insyn1","INSYN1"
"Gpr87","GPR87"
"Trpc4ap","TRPC4AP"
"Anks3","ANKS3"
"Aqp12","AQP12B"
"Aqp12","AQP12A"
"Plgrkt","PLGRKT"
"Lefty1","LEFTY1"
"Lefty1","LEFTY2"
"Per3","PER3"
"Sec24d","SEC24D"
"Npb","NPB"
"Upf3a","UPF3A"
"Etv2","ETV2"
"Ppp1r13b","PPP1R13B"
"Clec2l","CLEC2L"
"Gna14","GNA14"
"Atpsckmt","ATPSCKMT"
"Fam219b","FAM219B"
"Vav3","VAV3"
"Slc52a3","SLC52A3"
"1810037I17Rik","C4orf3"
"4930432K21Rik","C19orf57"
"Grin3a","GRIN3A"
"Gprc5a","GPRC5A"
"Ube2k","UBE2K"
"Igkv5-37","IGKV6-21"
"Igkv5-37","IGKV6D-21"
"Igkv5-37","IGKV6D-41"
"Adgrl2","ADGRL2"
"Etnk1","ETNK1"
"Tmed4","TMED4"
"Sry","SRY"
"Tgfb1i1","TGFB1I1"
"Sycp2","SYCP2"
"Eipr1","EIPR1"
"Dhfr","DHFR"
"Adra2c","ADRA2C"
"Arel1","AREL1"
"A430033K04Rik","ZNF713"
"Mbd1","MBD1"
"Npc1","NPC1"
"Crybb3","CRYBB3"
"Fkbp1a","FKBP1A"
"Cacna1i","CACNA1I"
"Alkbh5","ALKBH5"
"Mfrp","MFRP"
"Lrch2","LRCH2"
"Fkbpl","FKBPL"
"Fancd2os","FANCD2OS"
"Pfn1","PFN1"
"Tmem239","TMEM239"
"Scn1b","SCN1B"
"Tmc4","TMC4"
"Mypop","MYPOP"
"Trp53tg5","TP53TG5"
"Cxcr5","CXCR5"
"Olfr417","OR10X1"
"Xrcc6","XRCC6"
"Smc1b","SMC1B"
"Rnf40","RNF40"
"Ric8a","RIC8A"
"Mrps5","MRPS5"
"Rfx3","RFX3"
"Olfr1452-ps1","OR5B3"
"Amtn","AMTN"
"Abcb1a","ABCB1"
"Clcn7","CLCN7"
"Sele","SELE"
"Galp","GALP"
"Pds5a","PDS5A"
"Ceacam3","PSG3"
"Ceacam3","PSG8"
"Ceacam3","PSG1"
"Ceacam3","PSG5"
"Ceacam3","PSG11"
"Ceacam3","PSG6"
"Ceacam3","PSG4"
"Ceacam3","PSG2"
"Ceacam3","PSG9"
"Ceacam3","CEACAM4"
"Ceacam3","CEACAM7"
"Ceacam3","CEACAM6"
"Ceacam3","AC243967.1"
"Ceacam3","CEACAM5"
"Ceacam3","CEACAM3"
"Olfr732","LINC02203"
"Olfr732","AC135068.3"
"Olfr732","OR4N4"
"Olfr732","AC134980.3"
"Ankrd13d","ANKRD13D"
"Hpn","HPN"
"Olfr587-ps1","OR51L1"
"Kdm1b","KDM1B"
"Mex3d","MEX3D"
"Rai14","RAI14"
"Klhdc10","KLHDC10"
"Cep104","CEP104"
"Insig1","INSIG1"
"Stard10","STARD10"
"Arhgap18","ARHGAP18"
"Nhlrc1","NHLRC1"
"Rpl26","RPL26"
"Pex5l","PEX5L"
"Cdrt4","CDRT4"
"Atp1a3","ATP1A3"
"Atp1a3","AC010616.1"
"Csnk1e","TPTEP2-CSNK1E"
"Csnk1e","CSNK1E"
"Cap1","CAP1"
"Gdnf","GDNF"
"Snx3","SNX3"
"Capn13","CAPN13"
"Rnf115","RNF115"
"Ing2","ING2"
"Ptpmt1","PTPMT1"
"Magel2","MAGEL2"
"Slc24a3","SLC24A3"
"Myf6","MYF6"
"Elane","ELANE"
"Pacsin1","PACSIN1"
"Sftpb","SFTPB"
"Slc10a4","SLC10A4"
"Mlc1","MLC1"
"Ppic","PPIC"
"Tmem63a","TMEM63A"
"Mars2","MARS2"
"Trim21","TRIM21"
"Kank1","KANK1"
"Ldlrad3","LDLRAD3"
"Kif13a","KIF13A"
"Creb3l2","CREB3L2"
"H2ab1","H2AB1"
"H2ab1","H2AB2"
"H2ab1","H2AB3"
"Skp1a","SKP1"
"Gpr33","GPR33"
"Enpep","ENPEP"
"Efcab3","EFCAB3"
"Psd2","PSD2"
"Clcnka","CLCNKA"
"Rps19","RPS19"
"Arhgap32","ARHGAP32"
"Tulp1","TULP1"
"4930562C15Rik","C16orf96"
"Zfp770","ZNF770"
"Sertm1","SERTM1"
"Josd2","JOSD2"
"Dguok","DGUOK"
"Trav10","TRAV13-1"
"Trav10","TRAV13-2"
"Cttn","CTTN"
"F8a","F8A1"
"F8a","F8A2"
"F8a","F8A3"
"Tnks1bp1","TNKS1BP1"
"Vax1","VAX1"
"Slc4a4","SLC4A4"
"Spg21","SPG21"
"Ddx24","DDX24"
"Aatf","AATF"
"Gpsm3","GPSM3"
"Efcab5","EFCAB5"
"Ifi27l2b","IFI27L2"
"Capn15","CAPN15"
"Pdcd1lg2","PDCD1LG2"
"Cars","CARS1"
"Ppdpf","PPDPF"
"Igdcc4","IGDCC4"
"Klc1","KLC1"
"Tm9sf3","TM9SF3"
"Gemin8","GEMIN8"
"Trpv6","TRPV6"
"Zfp953","ZNF682"
"Zfp953","ZNF85"
"Zfp953","ZNF727"
"Zfp953","ZNF736"
"Prkag1","PRKAG1"
"Phb","PHB"
"Spa17","SPA17"
"Tmprss11f","TMPRSS11F"
"Dph6","DPH6"
"Nfatc2","NFATC2"
"Scara5","SCARA5"
"Hes5","HES5"
"Gatd1","GATD1"
"Omp","OMP"
"Tcaim","TCAIM"
"Olfr55","OR10H2"
"Olfr55","AC114267.1"
"Olfr55","OR10H5"
"Slc43a1","SLC43A1"
"4430402I18Rik","SPATA6L"
"Fabp6","FABP6"
"Fndc5","FNDC5"
"Efl1","EFL1"
"Fam71e1","FAM71E1"
"Ggt5","GGT5"
"Ifna6","IFNA21"
"Ifna6","IFNA4"
"Ifna6","IFNA14"
"Ifna6","IFNA10"
"Ifna6","IFNA16"
"Ifna6","IFNA17"
"Ifna6","IFNA7"
"Ifna6","IFNA5"
"Ifna6","IFNA6"
"Ifna6","IFNA13"
"Ifna6","IFNA2"
"Ifna6","IFNA8"
"Ifna6","IFNA1"
"Lgals9","LGALS13"
"Lgals9","LGALS16"
"Lgals9","LGALS14"
"Wipi1","WIPI1"
"Ptbp1","PTBP1"
"Dscam","DSCAM"
"Themis2","THEMIS2"
"Hist1h2ao","H2AC8"
"Apol9b","APOL3"
"Acsbg1","ACSBG1"
"Sulf2","SULF2"
"Ogdhl","OGDHL"
"Usp30","USP30"
"Pwwp3a","PWWP3A"
"Serpinb1b","SERPINB1"
"Iltifb","IL22"
"Zbtb17","ZBTB17"
"2310061I04Rik","C6orf136"
"Arsg","ARSG"
"Trim66","TRIM66"
"Synb","ERVFRD-1"
"Pde5a","PDE5A"
"Crebbp","CREBBP"
"Pcdhgc4","PCDHGC4"
"Apba1","APBA1"
"Dennd1c","DENND1C"
"Mtmr7","MTMR7"
"Ppm1g","PPM1G"
"Phactr3","PHACTR3"
"Pdzd11","PDZD11"
"Efemp1","EFEMP1"
"Gcnt4","GCNT4"
"Atpaf2","ATPAF2"
"Pmepa1","PMEPA1"
"Pex6","PEX6"
"Myo18a","MYO18A"
"Mapk8","MAPK8"
"Mb21d2","MB21D2"
"Col18a1","COL18A1"
"Blmh","BLMH"
"Spock2","SPOCK2"
"AC124764.1","DYNAP"
"Npvf","NPVF"
"Nckap5l","NCKAP5L"
"Ffar4","FFAR4"
"Taf4b","TAF4B"
"Pbp2","PEBP1"
"Gzme","GZMH"
"Ndufa5","NDUFA5"
"Med10","MED10"
"Dmap1","DMAP1"
"Pithd1","PITHD1"
"Crisp3","CRISP3"
"Il17rc","IL17RC"
"Svep1","SVEP1"
"Gprin3","GPRIN3"
"St3gal5","ST3GAL5"
"Letm2","LETM2"
"Emx2","EMX2"
"Zscan12","ZSCAN12"
"Hoxc5","HOXC5"
"Galntl5","GALNTL5"
"Aknad1","AKNAD1"
"Tab2","TAB2"
"Rcn3","RCN3"
"Aplnr","APLNR"
"Tmem177","TMEM177"
"Atp13a4","ATP13A4"
"Gm40193","AC233723.1"
"Plk1","PLK1"
"Olfr1102","OR5T3"
"Olfr1102","OR5T1"
"Tgm3","AL121899.2"
"Tgm3","TGM3"
"Hydin","HYDIN"
"Tmem175","TMEM175"
"Tom1","TOM1"
"Gm5150","AL049634.2"
"Gm5150","SIRPB1"
"Gm5150","SIRPG"
"Gm5150","SIRPA"
"Bpifb2","BPIFB2"
"Ssbp4","SSBP4"
"Ctrl","CTRL"
"Zfy1","ZNF792"
"Zfy1","ZNF837"
"Zfy1","ZNF793"
"Fkbp9","FKBP9"
"Adcy5","ADCY5"
"AC087559.2","AL162231.1"
"Ang2","ANG"
"Taf6l","TAF6L"
"Smc3","SMC3"
"Pik3r6","PIK3R6"
"Mfsd10","MFSD10"
"Susd1","SUSD1"
"Enho","ENHO"
"Iffo2","IFFO2"
"Morn1","MORN1"
"Nudt18","NUDT18"
"Sike1","SIKE1"
"Slc25a18","SLC25A18"
"Epha10","EPHA10"
"Scand1","SCAND1"
"Plg","PLG"
"Nek3","NEK3"
"Clec4a2","CLEC4C"
"Mon1b","MON1B"
"Reep2","REEP2"
"Card19","CARD19"
"Ell","ELL"
"Lbp","LBP"
"Rabac1","RABAC1"
"Yars","YARS1"
"Dok7","DOK7"
"Btbd3","BTBD3"
"Defb15","DEFB127"
"Defb15","DEFB132"
"Tsta3","TSTA3"
"Mnt","MNT"
"Zyg11b","ZYG11B"
"Selenop","SELENOP"
"Myo7a","MYO7A"
"Dennd2a","DENND2A"
"Nat8","NAT8"
"Nat8","NAT8B"
"Flcn","FLCN"
"Jakmip2","JAKMIP2"
"Dtl","DTL"
"Gm4301","ALYREF"
"Ina","INA"
"Lrrc49","LRRC49"
"Olfr419","OR10Z1"
"Elavl4","ELAVL4"
"Dock6","DOCK6"
"Ythdc1","YTHDC1"
"Rab12","RAB12"
"Trim27","TRIM27"
"Psme4","PSME4"
"Svs3b","SEMG1"
"Svs3b","SEMG2"
"Ccdc78","CCDC78"
"Slc25a28","SLC25A28"
"Olfr1444","OR5B21"
"Gcnt3","GCNT3"
"Cfap221","CFAP221"
"Trbv13-3","TRBV10-1"
"Trbv13-3","TRBV10-2"
"Trbv13-3","TRBV10-3"
"Mov10l1","MOV10L1"
"Olfr1458","OR5B3"
"Plekhj1","PLEKHJ1"
"Uba1","UBA1"
"Col5a3","COL5A3"
"Slc38a3","SLC38A3"
"Ppm1h","PPM1H"
"Naa16","NAA16"
"Plekhg6","PLEKHG6"
"Snrpd3","SNRPD3"
"Uros","UROS"
"Tmem213","TMEM213"
"Tal1","TAL1"
"Dnah6","DNAH6"
"Txnl1","TXNL1"
"Mkrn3","MKRN3"
"Trav14d-2","TRAV23DV6"
"Tmem204","TMEM204"
"Kif7","KIF7"
"Rgl3","RGL3"
"Pom121l2","POM121L2"
"Rgma","RGMA"
"Tcte3","TCTE3"
"Gria2","GRIA2"
"Def6","DEF6"
"Cep120","CEP120"
"Elavl2","ELAVL2"
"Ap4e1","AP4E1"
"Zfp839","ZNF839"
"Awat1","AWAT1"
"Snx22","SNX22"
"Ttf2","TTF2"
"Serpinb9g","SERPINB9"
"Mrpl9","MRPL9"
"Agbl4","AGBL4"
"Tas2r126","TAS2R41"
"Olfr734","OR4M1"
"Olfr734","AC135068.1"
"Olfr734","OR4M2"
"Gstm1","GSTM1"
"Adamts3","ADAMTS3"
"Cyp4f39","CYP4F22"
"Nsun2","NSUN2"
"Gpcpd1","GPCPD1"
"Mrgpra6","MRGPRX1"
"Mrgpra6","MRGPRX2"
"Eif3c","EIF3C"
"Rem2","REM2"
"Tbc1d22a","TBC1D22A"
"Tpsab1","TPSB2"
"Tpsab1","TPSAB1"
"Src","SRC"
"Bckdha","BCKDHA"
"Bckdha","AC011462.1"
"Rabgef1","RABGEF1"
"Rabgef1","AC027644.4"
"C4b","C4B"
"Lag3","LAG3"
"Kif18a","KIF18A"
"C130074G19Rik","C1orf115"
"Tmem223","TMEM223"
"Fam185a","FAM185A"
"Trpm5","TRPM5"
"Fam83f","FAM83F"
"Lpcat3","LPCAT3"
"Fam92a","FAM92A"
"Eno3","ENO3"
"Apopt1","COA8"
"Coprs","COPRS"
"Pole3","POLE3"
"Cdkn2aip","CDKN2AIP"
"Steap1","STEAP1B"
"Clec5a","CLEC5A"
"Rnf17","RNF17"
"Acot13","ACOT13"
"Pcdhga6","PCDHGA6"
"Scgn","SCGN"
"Zkscan4","ZKSCAN4"
"Cnn3","CNN3"
"Eloc","ELOC"
"Sart3","SART3"
"Tnxb","TNXB"
"Rnase9","RNASE9"
"Cct8l1","CCT8L2"
"Nod2","NOD2"
"Olfr635","OR51Q1"
"Ncf1","NCF1"
"Slc3a1","SLC3A1"
"Ebi3","EBI3"
"Pde3b","PDE3B"
"Olfr444","OR2A14"
"Mrpl49","MRPL49"
"Abcc2","ABCC2"
"Ttc9b","TTC9B"
"Slf2","SLF2"
"Paip1","PAIP1"
"Bpifb3","BPIFB3"
"Tmod1","TMOD1"
"Pigm","PIGM"
"Ccnh","CCNH"
"Xpo7","XPO7"
"Adamts6","ADAMTS6"
"H3c8","H3C10"
"Trp73","TP73"
"Cacna2d3","CACNA2D3"
"Rhbdd3","RHBDD3"
"Tmem150c","TMEM150C"
"Pgam5","PGAM5"
"Ak7","AK7"
"Atg4b","ATG4B"
"Slc1a4","SLC1A4"
"Mbnl1","MBNL1"
"Cd300ld","CD300LF"
"Actb","ACTB"
"Serpinb9e","SERPINB9"
"Nup210l","NUP210L"
"Siglec15","SIGLEC15"
"Dynlrb1","DYNLRB1"
"Pcmtd1","PCMTD1"
"Marc1","MARC1"
"Marc1","AL445423.3"
"Fgd1","FGD1"
"Cd2bp2","CD2BP2"
"Hook1","HOOK1"
"Trav9n-2","TRAV8-1"
"Trav9n-2","TRAV8-3"
"Zfp354b","ZNF354B"
"Pik3cd","PIK3CD"
"Vapa","VAPA"
"Pax5","PAX5"
"Gm3417","TCTE3"
"Sik2","SIK2"
"Slc16a6","SLC16A6"
"Rcan2","RCAN2"
"Soga3","AL096711.2"
"Soga3","SOGA3"
"Creb3","CREB3"
"9430015G10Rik","C1orf159"
"Olfr1023","OR5M10"
"Olfr1023","OR5M1"
"Radil","RADIL"
"4921536K21Rik","C5orf52"
"Sucnr1","SUCNR1"
"Obsl1","OBSL1"
"Sema4g","SEMA4G"
"Olfr1080","OR8K3"
"Olfr437","OR2A2"
"Asf1a","ASF1A"
"Pak7","PAK5"
"Ripor2","RIPOR2"
"Mrgpra4","MRGPRX1"
"Mrgpra4","MRGPRX2"
"Pitx3","PITX3"
"Jakmip1","JAKMIP1"
"Mpzl3","MPZL3"
"Slc35e4","SLC35E4"
"Tagap","TAGAP"
"Zkscan16","ZNF483"
"Fcgr1","FCGR1B"
"Ccdc74a","CCDC74A"
"Ccdc74a","CCDC74B"
"Ndel1","NDEL1"
"Zfat","ZFAT"
"Egf","EGF"
"Dnaja2","DNAJA2"
"AI837181","C11orf68"
"Clps","CLPS"
"Knstrn","KNSTRN"
"Tas2r138","TAS2R38"
"Ddx56","DDX56"
"Aldh2","AC002996.1"
"Aldh2","ALDH2"
"Rhoh","RHOH"
"Glis3","GLIS3"
"Scyl3","SCYL3"
"Gm11756","AC113348.1"
"Tcl1","TCL1A"
"Zfr2","ZFR2"
"Trav13-5","TRAV22"
"Ferd3l","FERD3L"
"Cdc25a","CDC25A"
"Zfp687","ZNF687"
"Nup155","NUP155"
"Add1","ADD1"
"Mrpl27","MRPL27"
"Il23a","IL23A"
"Tcl1b4","TCL1B"
"Prl3d1","PRL"
"Pi4k2b","PI4K2B"
"Slc31a1","SLC31A1"
"Rit2","RIT2"
"Ceacam20","CEACAM20"
"Rpl30","RPL30"
"Tbl2","TBL2"
"Ift80","IFT80"
"Sesn2","SESN2"
"Pex11b","PEX11B"
"D930020B18Rik","C12orf56"
"Gm5155","PSG3"
"Gm5155","PSG8"
"Gm5155","PSG1"
"Gm5155","PSG5"
"Gm5155","PSG11"
"Gm5155","PSG6"
"Gm5155","PSG4"
"Gm5155","PSG2"
"Gm5155","PSG9"
"Gm5155","CEACAM4"
"Gm5155","CEACAM7"
"Gm5155","CEACAM6"
"Gm5155","AC243967.1"
"Gm5155","CEACAM5"
"Gm5155","CEACAM3"
"Olfr1291-ps1","OR4F5"
"Olfr1291-ps1","OR4F17"
"Iglc2","IGLL5"
"Iglc2","IGLC1"
"Iglc2","IGLC2"
"Iglc2","IGLC3"
"Iglc2","IGLC7"
"Iglc2","IGLL1"
"Mrgpra3","MRGPRX1"
"Mrgpra3","MRGPRX2"
"Cav2","CAV2"
"Nr2e1","NR2E1"
"Fam90a1a","FAM90A26"
"Fam90a1a","FAM90A1"
"Pom121","POM121C"
"Zfp286","ZNF286A"
"Zfp286","AC005324.4"
"Fam118a","FAM118A"
"Trps1","TRPS1"
"1600012H06Rik","C6orf120"
"Prr27","PRR27"
"Churc1","CHURC1"
"Cbx4","CBX4"
"Ppp1r32","PPP1R32"
"Ndn","NDN"
"Olfr1045","OR8J1"
"Trav23","TRAV39"
"Olfr589","OR52E2"
"Eps15","EPS15"
"Trpm7","TRPM7"
"Rassf4","RASSF4"
"Bzw2","BZW2"
"Nrn1","NRN1"
"Catsper2","CATSPER2"
"Gnaz","GNAZ"
"Gbx2","GBX2"
"Gzmb","GZMB"
"Dpep2nb","DPEP2NB"
"Zhx1","ZHX1"
"Tceal3","TCEAL6"
"Pacsin3","PACSIN3"
"Gm8764","ALYREF"
"Csn1s1","CSN1S1"
"Tbck","TBCK"
"Usf2","USF2"
"Slc9a3r1","SLC9A3R1"
"Dsg1a","DSG1"
"Cd200","CD200"
"Stx11","STX11"
"Prps1l1","PRPS1L1"
"Olfr1462","OR5B3"
"Med30","MED30"
"Mageb16","MAGEB16"
"Stk24","STK24"
"Spef1","SPEF1"
"Smad3","SMAD3"
"1700019N19Rik","C10orf82"
"Thbs1","THBS1"
"1700066M21Rik","C2orf69"
"Arrdc1","ARRDC1"
"Mfsd14b","MFSD14C"
"C77080","KIAA1522"
"Acss3","ACSS3"
"Gper1","GPER1"
"Ddx28","DDX28"
"Rtcb","RTCB"
"Serinc1","SERINC1"
"Hoxa7","HOXA7"
"Hnrnph2","HNRNPH2"
"Snai3","SNAI3"
"Il11ra1","AL162231.3"
"Il11ra1","IL11RA"
"Wbp1","WBP1"
"Olfr576","OR51A7"
"Trim32","TRIM32"
"Dock8","DOCK8"
"Chst9","CHST9"
"Nim1k","NIM1K"
"Jak2","JAK2"
"Trpm6","TRPM6"
"Trim39","TRIM39"
"Rab37","RAB37"
"Vbp1","VBP1"
"Olfr585","OR51F1"
"Itih1","ITIH1"
"Olfr420","OR6K2"
"Pcdh1","PCDH1"
"Ccnyl1","CCNYL1"
"Gm6525","RPL36AL"
"Nf1","NF1"
"Cdc42ep3","CDC42EP3"
"Fance","FANCE"
"H2ab3","H2AB1"
"H2ab3","H2AB2"
"H2ab3","H2AB3"
"Zc3h8","ZC3H8"
"Tbce","TBCE"
"Brap","BRAP"
"Lamtor5","LAMTOR5"
"Soga1","SOGA1"
"Slc17a2","SLC17A2"
"Senp3","SENP3"
"Senp3","SENP3-EIF4A1"
"Mettl21a","METTL21A"
"Rnf212b","RNF212B"
"Tbx18","TBX18"
"Gm2001","UBL5"
"Sf3b5","SF3B5"
"Hoxa9","HOXA9"
"Atp5md","ATP5MD"
"Crmp1","CRMP1"
"Sertad2","SERTAD2"
"Dbndd2","DBNDD2"
"Mapk14","MAPK14"
"Mib1","MIB1"
"Taf1a","TAF1A"
"Nfia","NFIA"
"Samd12","SAMD12"
"Pcsk5","PCSK5"
"Tifab","TIFAB"
"Mfsd1","MFSD1"
"Trmt13","TRMT13"
"H1f2","H1-2"
"Ccdc93","CCDC93"
"Pih1d1","PIH1D1"
"Mlana","MLANA"
"Zfc3h1","ZFC3H1"
"Gm39653","FAM237A"
"Avpi1","AVPI1"
"Rsph3b","RSPH3"
"Raph1","RAPH1"
"Robo1","ROBO1"
"Hars2","HARS2"
"Cd300lf","CD300LF"
"Mtch2","MTCH2"
"Smoc2","SMOC2"
"Elovl2","ELOVL2"
"Nme2","NME2"
"Asprv1","ASPRV1"
"Mtfp1","MTFP1"
"Mcm8","AL035461.4"
"Mcm8","MCM8"
"Pla2g4d","PLA2G4D"
"Hnrnpr","HNRNPR"
"Cd209c","CD209"
"Samd13","SAMD13"
"Olfr1029","OR5M11"
"Ptpdc1","PTPDC1"
"Tigd3","TIGD3"
"Leng9","LENG9"
"Alk","ALK"
"Bspry","BSPRY"
"Nol6","NOL6"
"Veph1","VEPH1"
"Slc22a6","SLC22A6"
"Zfp397","ZNF397"
"Hif1an","HIF1AN"
"Dnajc18","DNAJC18"
"Bri3","BRI3"
"Selenoi","SELENOI"
"Rps6ka4","RPS6KA4"
"Pqlc1","SLC66A2"
"Sox30","SOX30"
"Ugt1a6b","UGT1A6"
"Fam169a","FAM169A"
"Mcrip2","MCRIP2"
"Entpd7","ENTPD7"
"Tex261","AC007040.2"
"Tex261","TEX261"
"Baiap3","BAIAP3"
"Icmt","ICMT"
"Ltc4s","LTC4S"
"Olfr508","OR5P3"
"Drd3","DRD3"
"Hdx","HDX"
"Serpinb13","SERPINB13"
"Prrt3","PRRT3"
"Trpd52l3","TPD52L3"
"Eif3i","EIF3I"
"Nipal2","NIPAL2"
"Sema5a","SEMA5A"
"Ccl28","CCL28"
"Alad","ALAD"
"Usp6nl","USP6NL"
"Ugt1a7c","UGT1A6"
"Tmem171","TMEM171"
"Rnf5","RNF5"
"Dcun1d5","DCUN1D5"
"Zfp36l1","ZFP36L1"
"Rpl29","RPL29"
"Flot2","FLOT2"
"Cutc","CUTC"
"Rhot2","RHOT2"
"Gm5591","C2orf78"
"Rnf207","RNF207"
"Prdx5","PRDX5"
"Tmem168","TMEM168"
"Smurf1","SMURF1"
"Ybey","YBEY"
"Pomt2","POMT2"
"Serpinb8","SERPINB8"
"Olfr512","OR10A6"
"Olfr512","OR10A3"
"Itgb7","ITGB7"
"Tnfrsf4","TNFRSF4"
"Trabd2b","TRABD2B"
"Dpagt1","DPAGT1"
"Gdf3","GDF3"
"Jkamp","JKAMP"
"Zfp964","ZNF101"
"Tmem232","TMEM232"
"Tmprss11d","TMPRSS11D"
"Tmem82","TMEM82"
"Gopc","GOPC"
"Papolg","PAPOLG"
"Gls2","GLS2"
"Acad12","ACAD10"
"Fut8","FUT8"
"4833427G06Rik","C11orf88"
"Gsdmc2","GSDMC"
"Lrrc14b","LRRC14B"
"Prss58","PRSS58"
"Dnaaf5","DNAAF5"
"Taf1d","TAF1D"
"Mfsd6l","MFSD6L"
"Dusp11","DUSP11"
"Rtn1","RTN1"
"Trav14n-1","TRAV23DV6"
"Ppp3ca","PPP3CA"
"Lgi1","LGI1"
"1700067K01Rik","C19orf67"
"Ephx1","EPHX1"
"Cep295","CEP295"
"Lrmda","LRMDA"
"Dgcr6","DGCR6"
"D430019H16Rik","C14orf132"
"Olfr96","OR11A1"
"Cyp26a1","CYP26A1"
"Klhl9","KLHL9"
"Cplane1","CPLANE1"
"Foxe3","FOXE3"
"Zfp408","ZNF408"
"Camkk1","CAMKK1"
"Rpl3l","RPL3L"
"Slc39a12","SLC39A12"
"Srrd","SRRD"
"Ccdc170","CCDC170"
"Gm11273","COX5B"
"Ipo9","IPO9"
"Rbm27","RBM27"
"Rbm27","AC091959.3"
"Tmem245","TMEM245"
